a,b,weight
350070,355070,1
314790,316470,1
314790,317070,1
314790,350950,1
330290,330455,1
330320,330360,1
150553,260720,1
315180,317020,1
330310,330410,1
330300,330475,1
315180,330455,1
330300,330410,1
315180,350115,1
330290,330620,1
330290,330380,1
315180,315780,1
330290,330370,1
330290,330360,1
330290,330350,1
315180,350760,1
330280,330620,1
330280,330455,1
330280,330420,1
330280,330400,1
315180,352440,1
315180,317010,1
330320,330580,1
315180,352450,1
330330,330600,1
315110,330580,1
330340,330480,1
150553,150808,1
315120,520140,1
330330,410690,1
330330,354780,1
330330,354340,1
330330,352260,1
330330,330630,1
315120,520320,1
150812,251370,1
315120,520330,1
315140,317130,1
150553,160040,1
330330,330470,1
150553,172100,1
315150,316470,1
315150,354340,1
150553,230730,1
330330,330350,1
330270,330455,1
315180,352510,1
315110,330420,1
330225,330555,1
150553,261160,1
315180,420420,1
330240,330370,1
330240,330350,1
315180,420910,1
315180,421690,1
330240,330310,1
330225,351880,1
315180,520110,1
330225,330540,1
315180,412550,1
150553,280060,1
150553,280320,1
330225,330411,1
330225,330360,1
315210,316720,1
330220,330350,1
330220,330340,1
330220,330310,1
330220,330300,1
330240,330480,1
330240,330520,1
330250,353650,1
315180,354850,1
315180,352690,1
315180,353060,1
315180,353070,1
315180,353080,1
315180,354000,1
315180,354340,1
330240,520870,1
330240,520320,1
315180,354630,1
330240,420910,1
330240,330580,1
330240,410690,1
150812,221110,1
315180,355160,1
330240,354070,1
330240,353650,1
315180,355450,1
330240,351350,1
330240,350950,1
315180,410370,1
315110,330480,1
330340,520510,1
330455,353340,1
330420,355220,1
330452,330490,1
314800,353870,1
330430,330630,1
330430,330550,1
314800,354390,1
330420,500660,1
314800,355220,1
330420,410690,1
330420,355410,1
314800,355250,1
314800,316720,1
314800,520870,1
330420,354780,1
330420,354330,1
314810,317010,1
330420,351380,1
150812,311530,1
330420,350750,1
330420,350490,1
314810,317080,1
314800,316935,1
314800,316210,1
314810,317130,1
330455,351000,1
330455,353080,1
314790,352230,1
330455,352500,1
314790,352470,1
330455,352440,1
330455,352390,1
314790,353070,1
150543,317020,1
330455,351280,1
330455,350960,1
150543,330630,1
150543,320520,1
330455,350920,1
330455,350660,1
314790,355170,1
330455,350410,1
314800,315120,1
314800,315220,1
314800,315690,1
330455,330540,1
330420,330550,1
314810,353070,1
330350,330390,1
315070,350320,1
330380,330455,1
314930,411070,1
314930,520320,1
330370,354890,1
330370,350650,1
314930,530010,1
330370,330620,1
315070,350210,1
330370,330455,1
150812,260110,1
330380,354850,1
330360,330510,1
330360,330455,1
315070,353020,1
315070,355240,1
330350,355030,1
150553,150680,1
330350,330580,1
150553,150795,1
315110,316290,1
330380,330555,1
150550,150553,1
330414,330510,1
330400,330555,1
314810,412710,1
314830,317200,1
314930,315780,1
330410,330475,1
314930,330110,1
330410,330452,1
330400,355030,1
314930,330250,1
330400,330620,1
330400,330420,1
314930,353650,1
330390,500320,1
330390,431490,1
330390,354870,1
330390,354850,1
330390,354780,1
330390,352900,1
314930,330420,1
314930,351030,1
314930,351300,1
351150,353780,1
312510,353050,1
351150,354520,1
310560,314930,1
353080,354990,1
170700,410690,1
353080,354880,1
310620,315880,1
310620,315960,1
170700,172120,1
310620,316860,1
310620,316930,1
353080,354330,1
310620,316940,1
353080,353340,1
170700,171525,1
353070,520870,1
353070,421480,1
353070,420910,1
353070,412630,1
353070,412080,1
310620,320490,1
353070,410160,1
170700,170950,1
353070,355620,1
310620,315710,1
353080,355220,1
353080,355240,1
353100,355170,1
310620,314810,1
353130,354340,1
310620,315140,1
353110,355100,1
353110,355030,1
130260,412770,1
353110,354100,1
353110,353760,1
353100,355535,1
310620,315210,1
353080,355400,1
310620,315220,1
353100,354560,1
353100,353400,1
170720,171610,1
353080,500830,1
353080,412550,1
353080,355730,1
310620,315700,1
353080,355450,1
353070,355220,1
353070,354970,1
310620,330360,1
353030,510760,1
310620,352470,1
353060,353440,1
353050,411810,1
353050,411520,1
353050,355670,1
353050,354970,1
130260,431020,1
310620,352720,1
353050,353070,1
130260,500270,1
310620,352390,1
353030,354890,1
310620,352730,1
310620,353440,1
310620,353870,1
310620,354340,1
130260,510840,1
310620,354780,1
310620,354850,1
353020,412000,1
353060,353870,1
353060,354140,1
170610,172100,1
353060,500320,1
353070,354880,1
310620,330520,1
353070,354780,1
353070,354630,1
310620,350570,1
353070,354340,1
310620,351350,1
353070,353710,1
130260,420820,1
353060,430920,1
353060,354330,1
353060,411180,1
353060,410690,1
130260,420910,1
310620,351620,1
310620,351907,1
310620,352010,1
130260,430160,1
130260,431010,1
353060,354780,1
310620,314790,1
353130,355220,1
310620,314730,1
353360,354020,1
353390,353740,1
353390,353640,1
353390,353570,1
310620,310900,1
353360,412240,1
353360,411990,1
130260,354890,1
310620,311787,1
353360,354070,1
353360,353430,1
353390,354940,1
353350,521850,1
353350,355630,1
353350,355600,1
310620,311800,1
171200,171720,1
353350,353810,1
353340,421320,1
353340,412080,1
353340,355670,1
353390,354780,1
310600,313620,1
310620,311940,1
353440,354330,1
310560,315210,1
130260,353870,1
353440,355010,1
353440,354890,1
353440,354880,1
310560,316290,1
310560,330330,1
310560,330370,1
353440,354640,1
353440,353980,1
130260,354780,1
353440,353930,1
353440,353870,1
353430,355170,1
310560,351150,1
310560,354070,1
310560,500320,1
353390,510340,1
353390,412550,1
353390,355600,1
353340,355620,1
130260,354990,1
130260,412625,1
353180,355170,1
353190,353950,1
310620,313240,1
310620,313665,1
170950,171320,1
353180,355450,1
310620,313720,1
353180,355280,1
310620,313940,1
310620,314070,1
310620,314080,1
353190,354140,1
170930,171050,1
353180,354780,1
170820,170950,1
353180,354330,1
353180,353870,1
353150,354650,1
353140,355630,1
170770,172210,1
353140,354940,1
353190,354110,1
170950,171620,1
353340,354400,1
353280,354980,1
170950,291955,1
353320,500660,1
353320,410240,1
310620,312320,1
353320,355240,1
310620,312510,1
353300,355340,1
353300,353400,1
170950,171820,1
353280,353400,1
353190,354580,1
353280,353390,1
353240,355620,1
353190,522140,1
310620,312870,1
353190,355220,1
130260,355220,1
353190,354980,1
310620,313010,1
353190,354910,1
353020,411810,1
353020,355535,1
310620,354870,1
130420,530010,1
130420,314330,1
352730,355650,1
352730,355250,1
310670,314730,1
310670,314740,1
352730,354780,1
352730,354390,1
352720,355410,1
352720,355030,1
352720,354520,1
352740,353010,1
310670,314930,1
352720,353800,1
310670,315200,1
352710,412810,1
352710,412410,1
352710,410240,1
352710,355630,1
310670,315670,1
352710,355030,1
352730,520510,1
352740,353020,1
170550,170930,1
310670,314700,1
352760,355400,1
310670,314480,1
352760,355090,1
170550,171050,1
310670,314640,1
352760,353870,1
130406,291360,1
352740,410240,1
352740,410180,1
352740,355500,1
352740,353100,1
352740,355430,1
352740,355240,1
352740,354770,1
352740,354180,1
352740,354150,1
130406,431690,1
352740,353740,1
310670,314710,1
130420,310620,1
352710,354550,1
310670,316040,1
310670,314110,1
352670,355240,1
352680,355010,1
352680,354970,1
352680,354890,1
352680,353740,1
140010,172100,1
310670,350840,1
352680,352710,1
352670,500720,1
352670,421690,1
352670,355170,1
310670,330390,1
352670,354890,1
352670,354390,1
310670,350860,1
352670,353870,1
352670,353190,1
352670,352930,1
310670,350950,1
352640,355450,1
310670,351518,1
310670,330510,1
310670,330240,1
352710,354110,1
352690,355240,1
352710,353550,1
170550,170700,1
352710,353100,1
352710,353020,1
310670,317010,1
352690,500830,1
352690,420820,1
352690,411370,1
352690,355710,1
310670,317020,1
352680,530010,1
352690,354980,1
352690,354870,1
352690,354670,1
310670,317080,1
170380,172080,1
140010,150680,1
352690,353440,1
352690,353340,1
310670,320500,1
352760,410160,1
352800,352900,1
353020,355170,1
310620,411370,1
130340,170220,1
130353,150050,1
352940,353870,1
310620,410830,1
352940,353440,1
352930,530010,1
352930,412550,1
352930,411840,1
352930,355670,1
352930,355340,1
130270,230730,1
310620,420200,1
310620,420590,1
310620,421130,1
310620,431490,1
352930,354970,1
352930,354940,1
352930,354805,1
310620,520320,1
352930,354570,1
352940,354850,1
130260,522140,1
130353,150543,1
353020,353100,1
310620,354940,1
353020,354560,1
353020,354220,1
353020,354150,1
353020,354140,1
353020,353740,1
353020,353475,1
353020,353390,1
353020,353320,1
310620,355220,1
130260,521150,1
353010,353460,1
352990,353760,1
352990,353720,1
352970,354940,1
352960,355710,1
352950,353390,1
310620,355450,1
310620,355670,1
352940,355220,1
352930,354390,1
352930,354105,1
352800,353390,1
352880,411180,1
352900,354180,1
352900,354160,1
352900,354110,1
130406,150140,1
310670,313665,1
310670,313720,1
352885,355535,1
352885,355255,1
352885,353570,1
352880,353570,1
352900,354780,1
310670,314000,1
352880,352900,1
352850,355650,1
352850,355160,1
352850,355030,1
352840,355060,1
352800,355450,1
352800,355030,1
310670,314080,1
352900,354340,1
352900,354990,1
310620,520330,1
352900,510760,1
352930,353870,1
352930,353610,1
130353,410180,1
130353,500540,1
352930,353300,1
170555,171620,1
352930,353100,1
130406,130420,1
352920,353220,1
352900,431410,1
352900,355170,1
310670,311780,1
352900,421660,1
352900,420240,1
310670,311787,1
310670,311830,1
352900,411370,1
170555,170700,1
310670,312410,1
352900,355500,1
353440,355240,1
310560,314000,1
352640,353780,1
353440,355620,1
354160,510180,1
354160,500270,1
310160,312870,1
354160,412680,1
354160,411520,1
354160,410690,1
310160,313820,1
354160,355170,1
354160,355030,1
354160,354980,1
354160,354780,1
354150,354770,1
310160,314300,1
354140,510025,1
354140,500830,1
354140,500270,1
354140,412625,1
354140,411810,1
310160,314720,1
354140,411520,1
310160,314730,1
354160,520330,1
354190,355540,1
354220,410140,1
130260,320520,1
310150,330330,1
354340,354870,1
310150,330340,1
310150,330390,1
310150,330455,1
354330,355220,1
130260,315780,1
310160,310710,1
354330,354850,1
354325,355030,1
310160,312510,1
354260,420910,1
310160,311050,1
354260,420650,1
354260,412550,1
354260,412080,1
354260,411200,1
317020,354340,1
354260,355400,1
354260,355220,1
354140,410690,1
310160,314800,1
354140,355280,1
354030,411180,1
310230,313170,1
354070,355630,1
354070,354910,1
310230,313380,1
354070,354870,1
354070,354750,1
310230,314740,1
354060,355450,1
310230,330390,1
310260,310400,1
130260,330170,1
130260,330330,1
354030,354570,1
310260,311100,1
354000,500600,1
310260,312510,1
354000,412550,1
310260,312870,1
310260,313900,1
354000,354880,1
310230,311860,1
310170,315710,1
354140,355220,1
354130,530010,1
171610,261070,1
354140,354990,1
310160,316930,1
354140,354850,1
310160,316940,1
354140,354580,1
354140,354550,1
310160,354260,1
310160,421690,1
354130,510340,1
310170,313960,1
354130,500270,1
354130,500230,1
354130,354150,1
310170,311230,1
310170,311940,1
310170,313950,1
354100,355670,1
354100,355160,1
130260,320530,1
310150,330240,1
310150,316990,1
310150,315110,1
293135,320530,1
354570,354580,1
354560,412680,1
293070,421660,1
354560,355370,1
354560,354570,1
354550,521150,1
354550,500830,1
293135,293290,1
354550,500540,1
293135,530010,1
354570,355610,1
354550,355690,1
293290,310400,1
354550,355255,1
293290,330630,1
354550,355170,1
293290,355030,1
354520,421290,1
354520,421050,1
354520,420910,1
354570,354780,1
354580,354780,1
293330,352530,1
354640,355030,1
354750,354890,1
354680,530010,1
354680,355540,1
293010,530010,1
354670,410690,1
293070,293290,1
293070,310670,1
354640,420820,1
354640,411990,1
354630,355640,1
354580,354880,1
293070,350920,1
354580,412680,1
354580,412550,1
354580,411660,1
354580,411180,1
354580,355620,1
130260,270430,1
354580,355030,1
354580,354980,1
354520,420530,1
354520,410180,1
354340,354990,1
354340,411520,1
310110,313940,1
310110,320270,1
310110,355030,1
354390,354580,1
310150,310560,1
354340,520870,1
354340,420910,1
354340,412350,1
354340,412240,1
354340,411370,1
354390,354890,1
354340,410690,1
354340,410480,1
354340,410425,1
310150,311330,1
354340,355220,1
310150,311530,1
130260,311787,1
310150,313840,1
130260,311830,1
310110,313620,1
354390,354910,1
130260,280480,1
354390,432250,1
354520,355060,1
310020,310510,1
354520,354780,1
354490,355170,1
310020,310740,1
354400,355450,1
354400,355030,1
354400,354970,1
310110,310340,1
354390,421930,1
310110,313090,1
310110,310540,1
354390,420890,1
354390,412550,1
354390,410690,1
354390,355620,1
354390,355240,1
354390,355220,1
310110,311940,1
354390,355010,1
310260,352260,1
354000,354390,1
310260,354890,1
353630,353740,1
353640,355510,1
353640,354180,1
353640,354130,1
353640,353960,1
310420,352680,1
353630,500600,1
310420,530010,1
353630,354940,1
353630,354340,1
310490,311770,1
353640,411370,1
310490,313780,1
353600,354580,1
310510,312320,1
353570,500540,1
310510,312610,1
310510,313350,1
353570,355240,1
353570,355230,1
353570,354980,1
353640,355630,1
353640,421690,1
353550,510030,1
353650,431560,1
310400,530010,1
353710,355240,1
353710,354980,1
353670,431490,1
310420,310670,1
353670,355170,1
353670,354870,1
353670,354000,1
353670,353870,1
353650,420820,1
310420,316040,1
310420,311860,1
353650,355670,1
310420,312610,1
310420,314590,1
310420,315140,1
353650,354580,1
353650,354140,1
310420,315720,1
353640,500830,1
353560,355540,1
353550,500230,1
353720,355100,1
353470,354850,1
353475,354030,1
353475,353500,1
353470,412625,1
353470,412410,1
353470,411750,1
310560,310690,1
353470,410690,1
353470,410150,1
353470,355030,1
353470,354220,1
310540,317120,1
353470,353880,1
310560,311530,1
310560,311830,1
353460,353600,1
310560,311860,1
353440,420420,1
353440,420200,1
310560,313130,1
171420,171660,1
353475,354570,1
353475,355190,1
353550,420650,1
353530,354130,1
353550,412580,1
353550,411180,1
353550,410360,1
353550,355030,1
310510,315200,1
310540,310620,1
353530,530010,1
353530,412000,1
310540,310670,1
353500,500020,1
353475,355340,1
310540,311860,1
310540,313130,1
310540,315720,1
310540,316190,1
310540,316870,1
353500,353960,1
353475,500660,1
353475,355710,1
353475,355535,1
310400,521460,1
310400,520870,1
354000,354160,1
310350,313440,1
310350,311860,1
353870,510795,1
353870,510623,1
310350,312710,1
353870,500270,1
353870,500020,1
353870,421690,1
353870,420910,1
353870,420590,1
353870,411180,1
353880,355010,1
353870,410420,1
353870,355690,1
353870,355630,1
310350,315280,1
310350,315980,1
310350,317010,1
171610,171875,1
353870,355150,1
310350,354340,1
310350,310400,1
353900,354560,1
310350,420550,1
353930,355170,1
130260,330490,1
353960,355150,1
353960,354970,1
353950,411990,1
353950,355690,1
353950,355340,1
130260,350320,1
353950,354020,1
353930,420910,1
353930,355030,1
353900,354980,1
353930,354970,1
353930,354910,1
310340,311940,1
353930,354750,1
310340,313130,1
353920,410750,1
310340,314330,1
353920,354140,1
310340,315710,1
353870,354990,1
353870,354970,1
353730,354220,1
353740,412000,1
310400,317070,1
353760,410690,1
353760,355670,1
310400,352260,1
353760,355030,1
310400,352340,1
310400,352940,1
310400,353440,1
130260,352670,1
310400,355170,1
353800,354780,1
353740,355430,1
310400,520320,1
130260,353060,1
353740,355220,1
310400,520510,1
353740,354660,1
353740,354570,1
353740,354030,1
353730,530010,1
353780,355400,1
171525,172090,1
353870,354910,1
310400,313670,1
310350,431280,1
310350,520510,1
353870,354850,1
310350,530010,1
310375,317010,1
310375,520870,1
310400,311860,1
310400,313240,1
130260,352220,1
353870,354140,1
353800,355030,1
353870,354100,1
310400,314070,1
353850,530010,1
353850,355410,1
310400,314610,1
353810,355600,1
310400,314700,1
353800,420300,1
353800,355070,1
310670,351907,1
352640,353080,1
351150,354640,1
311550,313240,1
351670,354140,1
311860,313420,1
351670,352530,1
351670,352270,1
351670,352230,1
351650,354180,1
351650,353770,1
351650,353730,1
351650,353600,1
351650,353100,1
351650,351820,1
351640,355650,1
351640,352850,1
311860,313900,1
351630,353440,1
351630,352850,1
311860,314520,1
351620,530010,1
351620,431410,1
351620,411480,1
351620,355220,1
351740,352130,1
351740,353150,1
351740,353390,1
351790,355630,1
351820,353870,1
351820,353740,1
351820,353570,1
311840,313960,1
351820,353060,1
150060,170550,1
351820,352570,1
351820,352260,1
351820,351860,1
351790,355190,1
351740,354940,1
351790,355170,1
351790,353570,1
351790,353500,1
311860,312510,1
170210,210140,1
351740,500540,1
351740,355210,1
351740,355030,1
311860,313010,1
351620,355150,1
351620,355070,1
311860,314800,1
351540,353880,1
351550,354660,1
351550,353740,1
351550,353570,1
311860,350390,1
351550,353390,1
351550,352900,1
311860,350570,1
351540,412410,1
311860,351880,1
351540,352270,1
170210,170930,1
351540,352230,1
351540,352180,1
351540,351670,1
351518,355240,1
351518,355090,1
351518,354970,1
311860,352940,1
351518,354630,1
351518,354580,1
311860,330630,1
351550,355630,1
311860,315180,1
150080,150150,1
351620,354780,1
351620,354760,1
311860,315210,1
311860,315250,1
351620,353360,1
351620,353190,1
170210,171610,1
311860,316935,1
311860,316990,1
351570,354870,1
311860,330420,1
351570,354330,1
351570,354140,1
311860,317070,1
311860,320500,1
311860,320530,1
311860,330350,1
351550,510623,1
351550,500720,1
351550,410690,1
311840,313620,1
351820,354220,1
351820,355030,1
351880,355670,1
311770,313780,1
351905,352470,1
351880,520870,1
351880,520450,1
351880,421660,1
351880,420910,1
351880,420540,1
351880,412770,1
351880,410370,1
311780,315250,1
351907,352390,1
170220,351000,1
351880,355240,1
351880,355100,1
150050,260720,1
311787,330455,1
150050,261110,1
351880,354850,1
311800,313130,1
311800,313170,1
351907,352340,1
311770,313670,1
311800,352940,1
311660,314560,1
351907,420910,1
351907,412550,1
351907,411520,1
351907,410690,1
311550,313300,1
311550,314730,1
311550,316940,1
311550,330360,1
311660,313375,1
351907,354880,1
311770,312510,1
311660,315140,1
351907,354400,1
351907,354390,1
351907,353870,1
311660,316040,1
311750,311940,1
351907,353080,1
351907,353070,1
311750,411760,1
351880,354390,1
351880,353440,1
311840,313170,1
170210,230440,1
170220,171610,1
351860,353950,1
351860,353740,1
351860,353430,1
351860,353100,1
150060,150220,1
351860,352880,1
351860,352570,1
351850,355220,1
351840,355030,1
351860,354490,1
150060,150420,1
311830,330630,1
311830,353440,1
311830,354780,1
351840,352530,1
351840,351880,1
311840,313130,1
351820,410140,1
150060,150553,1
311830,314480,1
351860,354560,1
351880,353360,1
351870,431560,1
311820,316960,1
351880,352850,1
351880,352640,1
351880,352440,1
351880,352390,1
351880,352340,1
170220,172120,1
351880,352050,1
351870,530010,1
150050,510760,1
351860,354760,1
311830,312980,1
351870,354990,1
351870,354870,1
311830,313670,1
351870,353760,1
311830,314000,1
351860,355630,1
311830,314080,1
351860,354970,1
351518,354000,1
150080,150210,1
311860,354390,1
351240,352900,1
351240,421690,1
351240,355240,1
351240,354970,1
351240,354910,1
312230,315290,1
160040,521308,1
351240,354070,1
351240,353800,1
351240,353080,1
312230,316720,1
312230,315180,1
351240,352390,1
351230,355450,1
312230,316935,1
351230,352390,1
351210,412000,1
312230,355030,1
150140,170210,1
312230,520110,1
150140,170220,1
312230,315250,1
312230,314890,1
351200,500570,1
160060,160070,1
351340,351380,1
312230,313130,1
351310,353950,1
351310,352440,1
312230,313240,1
351300,530010,1
150140,160040,1
351300,354880,1
351300,354780,1
351300,353080,1
351280,355030,1
351300,352940,1
351300,352250,1
351300,352100,1
312230,314800,1
351300,351518,1
351300,351500,1
351300,351380,1
351280,355670,1
351280,355620,1
351200,530010,1
351200,355690,1
351340,352720,1
312510,320520,1
312510,314730,1
312510,315960,1
312510,316930,1
351190,353960,1
351190,353770,1
312510,317170,1
351190,353570,1
351190,353550,1
312510,317200,1
351190,352880,1
312510,314600,1
312510,350850,1
312510,350920,1
351190,351860,1
312510,350950,1
312510,351880,1
312510,352390,1
351150,355400,1
312510,352900,1
351150,354890,1
351190,354220,1
351190,354570,1
312320,313720,1
312360,316200,1
312320,313880,1
312320,314330,1
351200,354550,1
312320,314710,1
351200,353640,1
312360,312510,1
150140,210530,1
351200,353360,1
312360,314600,1
351200,352710,1
351190,355030,1
351200,352600,1
312410,312980,1
351200,351550,1
312430,353600,1
351190,500230,1
351190,412810,1
312510,313240,1
312510,314470,1
351190,355230,1
312230,312510,1
351340,353870,1
351518,352590,1
351380,412550,1
311930,313440,1
351410,355470,1
351410,355340,1
311930,314700,1
351410,353670,1
351410,352980,1
311930,314810,1
311930,315690,1
351380,420910,1
311930,317010,1
351440,353320,1
351380,355410,1
351380,355250,1
351380,355240,1
150080,230370,1
150080,292740,1
351380,354990,1
150130,160030,1
150130,530010,1
311940,312800,1
351440,352740,1
311910,317080,1
160060,320060,1
150080,221100,1
351518,352510,1
311860,354520,1
351518,352050,1
351510,355280,1
150080,160060,1
351500,530010,1
351500,410580,1
311860,410180,1
311860,410420,1
351500,353440,1
311910,316720,1
351500,351880,1
351500,351510,1
351490,352050,1
351490,351907,1
311910,313520,1
351460,352430,1
351460,351880,1
311910,314330,1
351440,354770,1
311940,313090,1
351380,353060,1
351340,355030,1
351350,353110,1
150140,150293,1
312090,317040,1
351350,354990,1
351350,354880,1
312090,320530,1
150140,150543,1
312090,330330,1
312090,355030,1
312090,510180,1
351350,353060,1
351350,355410,1
351350,353020,1
351350,352940,1
351350,352710,1
351350,352260,1
312090,530010,1
351350,352140,1
351350,351880,1
150140,150700,1
351350,351380,1
351350,355240,1
351350,355700,1
311940,313620,1
312090,314700,1
311940,314430,1
311940,351040,1
351380,352390,1
351380,352250,1
351380,352140,1
312090,313510,1
351380,351870,1
351380,351570,1
351370,355330,1
312090,315120,1
351350,410180,1
351370,354630,1
312090,315200,1
312090,315210,1
351370,353650,1
312090,316720,1
351350,421130,1
312090,317020,1
351350,412000,1
351350,410580,1
351907,431240,1
351910,351960,1
352640,352680,1
351910,352530,1
311000,312980,1
140010,411370,1
352460,354100,1
352460,352990,1
311000,314110,1
140010,420910,1
311000,314480,1
352450,353280,1
352450,353270,1
352450,353250,1
311030,314720,1
352450,352570,1
352440,500270,1
352440,355620,1
311030,315220,1
352440,355070,1
311030,316940,1
140010,431340,1
311030,317130,1
352440,354680,1
352440,353870,1
352460,410860,1
352470,352500,1
170255,172080,1
352470,354990,1
352470,510340,1
310855,313630,1
352470,500270,1
352470,420540,1
310860,314330,1
310900,311830,1
310900,312980,1
310900,313170,1
140010,354870,1
310900,313670,1
352470,352670,1
352470,354880,1
352470,354390,1
352470,354070,1
310900,314590,1
352470,353650,1
352470,353340,1
352470,353180,1
352470,353070,1
352470,353050,1
352440,353800,1
311030,354910,1
352430,411520,1
311060,355030,1
352390,421420,1
352390,420240,1
352390,420210,1
352390,412680,1
352390,412350,1
352390,411070,1
311060,316930,1
311060,353440,1
352390,355650,1
352390,355240,1
352390,510623,1
311070,311770,1
311070,314340,1
140010,510525,1
352390,354970,1
311070,316930,1
311090,313240,1
352390,354340,1
311090,313780,1
352390,353870,1
352390,421690,1
311060,315250,1
352430,410150,1
352430,353390,1
352430,355690,1
352430,355670,1
352430,355370,1
311050,311060,1
352430,354980,1
352430,354760,1
311050,311120,1
352430,354090,1
311050,312510,1
352430,352930,1
311060,314340,1
352410,355170,1
311050,314730,1
311050,330420,1
352410,353430,1
311060,313310,1
352400,355650,1
352400,355030,1
352400,352730,1
311060,313990,1
352470,520140,1
352470,530010,1
352480,354340,1
352590,354160,1
310670,355650,1
310670,410420,1
352590,354990,1
170310,171270,1
310670,411200,1
310670,412080,1
352590,354780,1
170310,170770,1
310670,420820,1
310670,430905,1
352590,355280,1
310670,431240,1
352590,353470,1
310670,431490,1
352590,353180,1
140010,250400,1
352590,352900,1
140010,250750,1
170255,172210,1
352570,500790,1
310670,355220,1
310670,355170,1
352570,500100,1
352600,353320,1
352600,355630,1
310670,352050,1
310670,352440,1
352600,354550,1
140010,210530,1
352600,353740,1
352600,353490,1
352600,353475,1
352600,353390,1
310670,352730,1
140010,231290,1
310670,352940,1
352590,530010,1
352590,421690,1
352590,421660,1
352590,420820,1
352590,412550,1
310670,354780,1
352590,411180,1
352590,410370,1
352570,500270,1
352570,421320,1
352480,354660,1
352510,354910,1
352530,353440,1
352530,353180,1
352530,353060,1
352530,352930,1
352530,352900,1
352530,352680,1
310740,315140,1
310740,330350,1
310800,311510,1
310800,315150,1
310740,314520,1
310800,520910,1
352500,420910,1
140010,350600,1
352500,354780,1
352500,354730,1
310830,311060,1
352480,500630,1
352480,355600,1
310830,314720,1
352530,353630,1
352530,354340,1
310690,330455,1
310710,316940,1
352570,411180,1
352570,355600,1
310710,313780,1
310710,314340,1
352570,354970,1
352570,354870,1
352570,354180,1
140010,330555,1
310710,315880,1
352570,353570,1
352530,354640,1
352570,353390,1
310710,317070,1
140010,350400,1
310730,312160,1
352570,352600,1
352530,355220,1
310730,313520,1
310730,315200,1
352530,354890,1
352390,353780,1
352390,353080,1
352390,353070,1
311430,313440,1
352090,354180,1
352090,352880,1
352090,352800,1
352090,352710,1
352090,352430,1
352050,520510,1
352050,420240,1
352050,412550,1
352050,411610,1
352050,355630,1
352090,355010,1
311430,314790,1
311450,313370,1
352050,354990,1
311455,313440,1
311455,317020,1
311455,354570,1
352050,354580,1
311510,314790,1
311510,315150,1
352090,354580,1
352090,355670,1
352050,354340,1
311340,530010,1
311340,313620,1
352180,355700,1
352180,355220,1
352180,353470,1
311340,313960,1
352140,355330,1
352140,355030,1
311340,330455,1
352140,354390,1
311370,311940,1
352090,411180,1
352130,355370,1
311370,313170,1
311370,313960,1
311370,314430,1
352100,352390,1
311370,316870,1
352090,420900,1
352090,420840,1
311430,313375,1
352050,354390,1
352050,354060,1
352210,352990,1
351960,352480,1
351970,354870,1
351970,352840,1
351970,352240,1
351960,355270,1
351960,355170,1
351960,353870,1
351960,353670,1
311530,330630,1
351960,352530,1
311530,353360,1
311530,330420,1
311530,354990,1
351910,355030,1
311530,355540,1
351910,354060,1
351910,353930,1
351910,353130,1
351910,352930,1
311530,412550,1
351910,352570,1
311530,330455,1
351970,355400,1
352050,353870,1
311530,315110,1
311510,316470,1
352050,353340,1
311510,530010,1
352050,353070,1
311530,311860,1
352050,352690,1
352050,352670,1
170230,170380,1
352050,352470,1
352050,352260,1
311530,320530,1
352040,355540,1
352040,355030,1
352040,353650,1
352030,420540,1
311530,317120,1
352030,353760,1
352030,353720,1
352030,352460,1
352010,530010,1
311340,313170,1
352210,353440,1
352390,352840,1
311110,313440,1
352320,411200,1
352320,410690,1
352320,355400,1
352320,352390,1
311100,315250,1
311110,311930,1
352310,354990,1
352310,354780,1
352310,354330,1
352310,352530,1
352340,352390,1
352290,352930,1
352270,353470,1
352270,353460,1
352270,352710,1
352270,352530,1
352260,530010,1
352260,412730,1
352260,355340,1
352260,355240,1
352320,412410,1
150010,150080,1
150050,150080,1
352340,355210,1
352390,352640,1
311090,313900,1
352360,420910,1
352360,355450,1
352360,354890,1
352360,354390,1
311090,316200,1
311090,316370,1
352340,355240,1
311090,317070,1
352340,352670,1
352340,354880,1
311100,312870,1
311100,314410,1
352340,353870,1
352340,353650,1
352340,353475,1
352340,353200,1
352340,353080,1
352340,353050,1
311120,314520,1
352260,354870,1
311340,313130,1
311330,315110,1
352240,352320,1
352230,355450,1
311230,316870,1
311230,316970,1
352230,354780,1
352230,353870,1
352230,352640,1
352220,530010,1
311320,314590,1
352220,353440,1
352240,352840,1
352220,353060,1
352220,352260,1
352210,500830,1
311330,316990,1
352210,354870,1
311330,330455,1
311340,311940,1
170255,171610,1
311340,313090,1
352240,352390,1
352240,352900,1
352260,354800,1
352260,352730,1
352260,354670,1
352260,354560,1
352260,354390,1
352260,354340,1
352260,353950,1
352260,353475,1
352260,353180,1
311160,313990,1
311160,314760,1
352260,352710,1
311230,316110,1
352260,352690,1
352250,355645,1
150050,150420,1
311230,313090,1
311230,313620,1
352250,354390,1
311230,313940,1
352250,352500,1
311230,314140,1
150140,260410,1
