spec;section;outcome;row_type;value
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_nonwhite_main";  -0.0018
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_nonwhite_main_se";   0.0034"
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_nonwhite_pre";   0.0009
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_nonwhite_pre_se";   0.0020"
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_nonwhite_pre_ftest";   0.8567"
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_nonwhite_n_obs";      28,606"
"disentangle_race";"firm_firm_year";"l_firm_emp";"c_nonwhite_n_firms";       3,605"
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_white_main";  -0.0048
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_white_main_se";   0.0073"
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_white_pre";   0.0069
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_white_pre_se";   0.0058"
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_white_pre_ftest";   0.4516"
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_white_n_obs";      31,326"
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_white_n_firms";       3,957"
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_nonwhite_main";  -0.0019
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_nonwhite_main_se";   0.0036"
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_nonwhite_pre";   0.0018
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_nonwhite_pre_se";   0.0018"
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_nonwhite_pre_ftest";   0.6189"
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_nonwhite_n_obs";      27,750"
"disentangle_race";"firm_cross_firm";"l_firm_emp";"c_nonwhite_n_firms";       3,500"
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_white_main";   0.0078***
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_white_main_se";   0.0020"
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_white_pre";   0.0012
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_white_pre_se";   0.0021"
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_white_pre_ftest";   0.4742"
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_white_n_obs";      32,145"
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_white_n_firms";       4,056"
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_nonwhite_main";   0.0016
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_nonwhite_main_se";   0.0013"
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_nonwhite_pre";  -0.0001
"disentangle_race";"firm_firm_year";"lr_remdezr_w";"c_nonwhite_pre_se";   0.0008"
