spec;section;outcome;row_type;value
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_2_higher_main_se";   0.0012"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_2_higher_pre";   0.0045**
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_2_higher_pre_se";   0.0021"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_2_higher_pre_ftest";   0.0814"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_2_higher_n_obs";      22,057"
"disentangle_edu";"layer_firm_year";"lr_remdezr_h_layer_2_higher";"c_2_higher_n_firms";       3,020"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_0_no_hs_main";  -0.0008
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_0_no_hs_main_se";   0.0023"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_0_no_hs_pre";   0.0010
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_0_no_hs_pre_se";   0.0028"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_0_no_hs_pre_ftest";   0.9328"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_0_no_hs_n_obs";      26,389"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_0_no_hs_n_firms";       3,605"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_0_no_hs_main";  -0.0001
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_0_no_hs_main_se";   0.0013"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_0_no_hs_pre";   0.0023
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_0_no_hs_pre_se";   0.0016"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_0_no_hs_pre_ftest";   0.3331"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_0_no_hs_n_obs";      27,463"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_0_no_hs_n_firms";       3,567"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_0_no_hs_main";   0.0032
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_0_no_hs_main_se";   0.0022"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_0_no_hs_pre";   0.0044
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_0_no_hs_pre_se";   0.0031"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_0_no_hs_pre_ftest";   0.3477"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_0_no_hs_n_obs";      19,543"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_0_no_hs_n_firms";       2,947"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_main";  -0.0003
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_main_se";   0.0013"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_pre";  -0.0018
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_pre_se";   0.0014"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_pre_ftest";   0.0126"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_n_obs";      26,188"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_1_hs_n_firms";       3,667"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_1_hs_main";   0.0029**
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_1_hs_main_se";   0.0012"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_1_hs_pre";  -0.0000
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_1_hs_pre_se";   0.0017"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_1_hs_pre_ftest";   0.1482"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_1_hs_n_obs";      30,693"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_1_hs_n_firms";       3,977"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_1_hs_main";  -0.0009
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_1_hs_main_se";   0.0031"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_1_hs_pre";   0.0051
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_1_hs_pre_se";   0.0042"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_1_hs_pre_ftest";   0.2699"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_1_hs_n_obs";      21,764"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_2_higher";"c_1_hs_n_firms";       3,283"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_main";  -0.0011
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_main_se";   0.0007"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_pre";  -0.0010
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_pre_se";   0.0007"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_pre_ftest";   0.2807"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_n_obs";      20,070"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_0_no_hs";"c_2_higher_n_firms";       2,761"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_2_higher_main";  -0.0001
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_2_higher_main_se";   0.0004"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_2_higher_pre";  -0.0003
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_2_higher_pre_se";   0.0006"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_2_higher_pre_ftest";   0.7179"
"disentangle_edu";"layer_cross_firm";"lr_remdezr_h_layer_1_hs";"c_2_higher_n_obs";      23,086"
